compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00001019,051307,Catalina Island Medical Center,100 Falls Canyon Road,Avalon,CA,90704,1,,,,
CHSP00003155,050315,Kern Medical Center,1700 Mount Vernon Avenue,Bakersfield,CA,93306,1,,,,
CHSP00002234,050257,Good Samaritan Hospital,901 Olive Drive,Bakersfield,CA,93308,1,,,,
CHSP00003568,050778,Loma Linda University Childrens Hosp,11234 Anderson Street,Loma Linda,CA,92354,1,HSI00000591,Loma Linda University Adventist Health Sciences Center,Loma Linda,CA
CHSP00005835,050455,Adventist Health Bakersfield,2615 Chester Avenue,Bakersfield,CA,93301,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00005833,050054,San Gorgonio Memorial,600 North Highland Springs Avenue,Banning,CA,92220,1,,,,
CHSP00000444,050298,Barstow Community Hospital,820 East Mountain View Street,Barstow,CA,92311,1,,,,
CHSP00007599,05041F,Weed Army Community Hospital,"Inner Loop Road And 4th Street, Building 166",Fort Irwin,CA,92310,0,,,,
CHSP00003064,050139,Kfh - Downey,9333 Imperial Highway,Downey,CA,90242,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00005506,050133,Rideout Memorial Hospital,726 Fourth Street,Marysville,CA,95901,1,HSI00000880,Rideout Health Group,Yuba City,CA
CHSP00003217,052052,Kindred Hospital Riverside,2224 Medical Center Drive,Perris,CA,92571,0,,,,
CHSP00005680,050603,Saddleback Memorial Medical Center,24451 Health Center Drive,Laguna Hills,CA,92653,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00000080,050121,Adventist Health Hanford,115 Mall Drive,Hanford,CA,93230,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00002670,050320,Alameda Health System,1411 East 31st Street,Oakland,CA,94602,1,HSI00000018,Alameda Health System,Oakland,CA
CHSP00000156,050305,Alta Bates Medical Center,2450 Ashby Avenue,Berkeley,CA,94705,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00000532,051335,Bear Valley Community Hospital,41870 Garstin Drive,Big Bear Lake,CA,92315,1,,,,
CHSP00004211,050007,Mills Peninsula Medical Center,1501 Trousdale Drive,Burlingame,CA,94010,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00004629,051324,Northern Inyo Hospital,150 Pioneer Lane,Bishop,CA,93514,1,,,,
CHSP00004943,050423,Palo Verde Hospital,250 North First Street,Blythe,CA,92225,1,,,,
CHSP00005145,050342,Pioneers Mem. Hospital,207 West Legion Road,Brawley,CA,92227,1,,,,
CHSP00005313,050235,Providence St Joseph Medical Center,501 South Buena Vista Street,Burbank,CA,91505,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006480,050616,St. Johns Pleasant Valley Hospital,2309 Antonio Avenue,Camarillo,CA,93010,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00001305,054055,College Hospital  Inc,10802 College Place,Cerritos,CA,90703,0,,,,
CHSP00006810,054146,Telecare Heritage Phf,2633 East 27th Street,Oakland,CA,94601,0,,,,
CHSP00002048,050780,Foothill Reg Medical Center,14662 Newport Avenue,Tustin,CA,92780,1,HSI00000851,Prospect Medical Holdings,Los Angeles,CA
CHSP00006747,050766,Sutter-Twin Cities Surgical Hospital,455 Plumas Boulevard,Yuba City,CA,95991,0,HSI00001050,Sutter Health,Sacramento,CA
CHSP00007654,050481,West Hills Hospital,7300 Medical Center Drive,West Hills,CA,91307,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00001379,050145,Community Hosp. Monterey Peninsula,23625 Holman Highway,Monterey,CA,93940,1,,,,
CHSP00004265,051330,Modoc Medical Center,228 West Mcdowell Avenue,Alturas,CA,96101,1,,,,
CHSP00006042,051327,Seneca District Hospital,130 Brentwood Drive,Chester,CA,96020,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00001005,053027,Casa Colina Hospital And Health Systems,255 East Bonita Avenue,Pomona,CA,91767,0,,,,
CHSP00001190,050586,Chino Valley Medical Center,5451 Walnut Avenue,Chino,CA,91710,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00004599,050367,Northbay Hospital Group,1200 B. Gale Wilson Boulevard,Fairfield,CA,94533,1,HSI00000755,Northbay Healthcare Group,Fairfield,CA
CHSP00006088,050222,Sharp Chula Vista Medical Ctr,751 Medical Center Court,Chula Vista,CA,91911,1,HSI00000977,Sharp Healthcare,San Diego,CA
CHSP00003216,052049,Kindred Hospital Rancho,10841 White Oak Avenue,Rancho Cucamonga,CA,91730,0,,,,
CHSP00003572,050770,Llumc Murrieta,28062 Baxter Road,Murrieta,CA,92563,1,HSI00000591,Loma Linda University Adventist Health Sciences Center,Loma Linda,CA
CHSP00002123,050512,Kfh - Fremont,39400 Paseo Padre Parkway,Fremont,CA,94538,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003082,050772,Kfh - Roseville,1600 Eureka Road,Roseville,CA,95661,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003095,050767,Kfh - Vacaville,1 Quality Drive,Vacaville,CA,95688,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00006460,051317,Adventist Health Clearlake,15630 18th Avenue,Clearlake,CA,95422,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00001036,050625,Cedars-Sinai Medical Center,8700 Beverly Boulevard,Los Angeles,CA,90048,1,HSI00000190,Cedars-Sinai Health System,West Hollywood,CA
CHSP00003020,050496,John Muir Medical Center - Concord,2540 East Street,Concord,CA,94520,1,HSI00000530,John Muir Health,Walnut Creek,CA
CHSP00006089,050234,Sharp Coronado Hospital,250 Prospect Place,Coronado,CA,92118,1,HSI00000977,Sharp Healthcare,San Diego,CA
CHSP00008013,050548,Fairview Developmental Center,2501 Harbor Boulevard,Costa Mesa,CA,92626,0,,,,
CHSP00001306,050543,College Hospital Costa Mesa,301 Victoria Street,Costa Mesa,CA,92627,1,,,,
CHSP00000293,054069,Aurora Charter Oak Bhs,1161 East Covina Boulevard,Covina,CA,91724,0,,,,
CHSP00006736,050417,Sutter Coast Hospital,800 East Washington Boulevard,Crescent City,CA,95531,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006266,050752,Southern California Hospital At Culver City,3828 Delmas Terrace,Culver City,CA,90232,1,HSI00000851,Prospect Medical Holdings,Los Angeles,CA
CHSP00006737,050537,Sutter Davis Hospital,2000 Sutter Place,Davis,CA,95616,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00001645,050608,Delano Regional Med. Ctr.,1401 Garces Highway,Delano,CA,93215,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00001233,050146,City Of Hope National Medical Ctr,1500 East Duarte Road,Duarte,CA,91010,0,,,,
CHSP00003269,052036,Kindred Hospital San Diego,1940 El Cajon Boulevard,San Diego,CA,92104,0,,,,
CHSP00001821,050045,El Centro Regional Medical Center,1415 Ross Avenue,El Centro,CA,92243,1,,,,
CHSP00006195,050547,Sonoma Developmental Center,15000 Arnold Drive,Eldridge,CA,95431,0,,,,
CHSP00005927,050503,Scripps Memorial Hospital-Encinitas,354 Santa Fe Drive,Encinitas,CA,92024,1,HSI00000968,Scripps Health,San Diego,CA
CHSP00001865,050158,Encino Hospital,16237 Ventura Boulevard,Encino,CA,91436,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00004944,050115,Palomar Medical Center Escondido,2185 West Citracado Parkway,Escondido,CA,92029,1,HSI00000809,Palomar Health,Escondido,CA
CHSP00000168,054075,Alvarado Parkway Institute,7050 Parkway Drive,La Mesa,CA,91942,0,,,,
CHSP00003132,054083,Kedren Community Mental Health,4211 South Avalon Boulevard,Los Angeles,CA,90011,0,,,,
CHSP00003004,054089,Jewish Home For The Aged,302 Silver Avenue,San Francisco,CA,94112,0,,,,
CHSP00002818,054124,Humboldt County - Semprevirens,720 Wood Street,Eureka,CA,95501,0,,,,
CHSP00005882,054125,Santa Barbara County Mental Health,315 Camino Del Remedio,Santa Barbara,CA,93110,0,,,,
CHSP00003049,054147,Joyce Eisenberg Keefer Medical Ctr,7150 Tampa Avenue,Reseda,CA,91335,0,,,,
CHSP00007755,054149,Willow Rock Center,2050 Fairmont Drive,San Leandro,CA,94578,0,,,,
CHSP00006815,050775,Temecula Valley Hospital,31700 Temecula Parkway,Temecula,CA,92592,1,HSI00001148,Universal Health Services,Norristown,PA
CHSP00002705,050769,Hoag Orthopedic Institute,16250 Sand Canyon Avenue,Irvine,CA,92618,0,HSI00000484,Hoag Memorial Hospital Presbyterian,Newport Beach,CA
CHSP00007959,052055,Central Valley Specialty Hospital,730 17th Street,Modesto,CA,95354,0,,,,
CHSP00001232,050382,Citrus Valley Medical Center,210 West San Bernadino Road,Covina,CA,91723,1,HSI00000226,Citrus Valley Health Partners,Covina,CA
CHSP00006308,050701,Southwest Healthcare System,25500 Medical Center Drive,Murrieta,CA,92562,1,HSI00001148,Universal Health Services,Norristown,PA
CHSP00003735,050779,Martin Luther King Community Hosp,1680 East 120th Street,Los Angeles,CA,90059,1,,,,
CHSP00003087,050777,Kfh - San Leandro,2500 Merced Street,San Leandro,CA,94577,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00008068,053040,Healthsouth Rehabilitation Hospital Of Modesto,1303 Mable Avenue,Modesto,CA,95355,0,,,,
CHSP00008305,054154,San Jose Behavioral Health,455 Silicon Valley Boulevard,San Jose,CA,95138,0,,,,
CHSP00004038,050414,Mercy Hospital Of Folsom,1650 Creekside Drive,Folsom,CA,95630,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00001602,,David Grant Usaf Medical Center,101 Bodin Circle,Travis Afb,CA,94535,0,,,,
CHSP00003065,050140,Kfh - Fontana,9961 Sierra Avenue,Fontana,CA,92335,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003767,051305,Mayers Memorial Hospital,43563 Highway 299 East,Fall River Mills,CA,96028,1,,,,
CHSP00003964,051325,Mendocino Coast District Hospital,700 River Drive,Fort Bragg,CA,95437,1,,,,
CHSP00007880,054151,Aurora Santa Rosa Behavioral Health,1287 Fulton Road,Santa Rosa,CA,95401,0,,,,
CHSP00005405,051318,Redwood Memorial Hospital,3300 Renner Drive,Fortuna,CA,95540,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00002076,050570,Fountain Valley Reg Medical Center,17100 Euclid Street,Fountain Valley,CA,92708,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00004834,050678,Orange Coast Memorial Medical Center,9920 Talbert Avenue,Fountain Valley,CA,92708,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00005837,050167,San Joaquin General Hospital,500 West Hospital Road,French Camp,CA,95231,1,,,,
CHSP00001402,050060,Community Regional Medical Center,2823 Fresno Street,Fresno,CA,93721,1,,,,
CHSP00005690,050093,St. Agnes Medical Center,1303 East Herndon Avenue,Fresno,CA,93720,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00007388,053300,Valley Childrens Hospital,9300 Valley Children's Place,Madera,CA,93636,1,,,,
CHSP00007424,05025F,Veterans Affairs Central California Health Care System,2615 East Clinton Avenue,Fresno,CA,93703,0,,,,
CHSP00002996,051309,Jerold Phelps Community Hospital,733 Cedar Street,Garberville,CA,95542,1,,,,
CHSP00006514,050168,St Jude Medical Center Fullerton,101 East Valencia Mesa Drive,Fullerton,CA,92835,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00003225,052050,Kindred Hospital South Bay,1246 West 155th Street,Gardena,CA,90247,0,,,,
CHSP00003943,050468,Memorial Hospital Of Gardena,1145 West Redondo Beach Boulevard,Gardena,CA,90247,1,HSI00000067,Avanti Hospitals,El Segundo,CA
CHSP00005750,050688,St Louise Regional Hospital,9400 No Name Uno,Gilroy,CA,95020,1,HSI00001224,Verity Health System,El Segundo,CA
CHSP00002217,050239,Adventist Health Glendale,"8700 Beverly Blvd, Nt-3138",Los Angeles,CA,90048,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00002150,050230,Garden Grove Hospital Medical Center,12601 Garden Grove Boulevard,Garden Grove,CA,92843,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00007193,050124,Verdugo Hills Hospital,1812 Verdugo Boulevard,Glendale,CA,91208,1,HSI00001181,University of Southern California,Los Angeles,CA
CHSP00001345,,Community Behavioral Health Center,7171 North Cedar Avenue,Fresno,CA,93720,0,,,,
CHSP00002218,050058,Glendale Memorial Hospital & Hlth Ct,1420 South Central Avenue,Glendale,CA,91204,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00002047,050597,Foothill Presbtyerian Hospital,250 South Grand Avenue,Glendora,CA,91741,1,HSI00000226,Citrus Valley Health Partners,Covina,CA
CHSP00002220,050205,East Valley Glendora Hospital,150 West Route 66,Glendora,CA,91740,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00006142,050150,Sierra Nevada Memorial Hospital,155 Glasson Way,Grass Valley,CA,95945,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004838,051311,Biggs-Gridley Memorial Hospital,240 Spruce Street,Gridley,CA,95948,1,,,,
CHSP00006090,050026,Grossmont Hospital,5555 Grossmont Center Drive,La Mesa,CA,91942,1,HSI00000977,Sharp Healthcare,San Diego,CA
CHSP00005171,050636,Palomar Medical Center Poway,15615 Pomerado Road,Poway,CA,92064,1,HSI00000809,Palomar Health,Escondido,CA
CHSP00001088,050196,Central Valley General Hospital,1025 North Douty Street,Hanford,CA,93230,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00003091,050411,Kfh - South Bay,25825 Vermont Avenue,Harbor City,CA,90710,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00006591,050002,St Rose Hospital,27200 Calaroga Avenue,Hayward,CA,94545,1,HSI00000021,Alecto Healthcare Services,Irvine,CA
CHSP00002570,051321,Healdsburg District Hospital,1375 University Avenue,Healdsburg,CA,95448,1,,,,
CHSP00002624,050390,Hemet Valley Medical Center,1117 East Devonshire Avenue,Hemet,CA,92543,1,,,,
CHSP00002568,050296,Hazel Hawkins Mem. Hospital,911 Sunset Drive,Hollister,CA,95023,1,,,,
CHSP00005372,050717,Rancho Los Amigos Natl.Rehab.Ctr.,7601 East Imperial Highway,Downey,CA,90242,0,HSI00000593,Los Angeles County Health Services Department,Los Angeles,CA
CHSP00002824,050526,Huntington Beach Hospital,17772 Beach Boulevard,Huntington Beach,CA,92647,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00004416,054122,Napa State Hospital,2100 Napa-Vallejo Highway,Napa,CA,94558,0,,,,
CHSP00003013,050534,John.F. Kennedy Memorial Hosp.,47111 Monroe Street,Indio,CA,92201,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00001049,050739,Centinela Hospital Medical Center,555 East Hardy Street,Inglewood,CA,90301,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00003098,050561,Kfh - West Los Angeles,6041 Cadillac Avenue,Los Angeles,CA,90034,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00006733,050014,Sutter Amador Hospital,200 Mission Boulevard,Jackson,CA,95642,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00003891,050189,Mee Memorial Hospital,300 Canal Street,King City,CA,93930,1,,,,
CHSP00005928,050324,Scripps Memorial Hospital - La Jolla,9888 Genesee Avenue,La Jolla,CA,92037,1,HSI00000968,Scripps Health,San Diego,CA
CHSP00005926,050424,Scripps Green Hospital,10666 North Torrey Pines Road,La Jolla,CA,92037,1,HSI00000968,Scripps Health,San Diego,CA
CHSP00005826,051312,Mountains Community Hospital,29101 Hospital Road,Lake Arrowhead,CA,92352,1,,,,
CHSP00006739,051329,Sutter Lakeside Hospital,5176 Hill Road East,Lakeport,CA,95453,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00003084,050515,Kfh - San Diego,4647 Zion Avenue,San Diego,CA,92120,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003328,050580,La Palma Intercommunity Hospital,7901 Walker Street,La Palma,CA,90623,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00000198,050056,Antelope Valley Hospital,1600 West Avenue 'j',Lancaster,CA,93534,1,,,,
CHSP00004923,050204,Palmdale Regional Medical Center,38600 Medical Center Drive,Palmdale,CA,93551,1,HSI00001148,Universal Health Services,Norristown,PA
CHSP00004438,,Naval Hospital Lemoore,937 Franklin Avenue,Lemoore,CA,93246,0,,,,
CHSP00007433,05127E,Veterans Affairs Loma Linda Healthcare System,11201 Benton Street,Loma Linda,CA,92357,0,,,,
CHSP00003573,050110,Lompoc Valley Medical Center,1515 East Ocean Avenue,Lompoc,CA,93436,1,,,,
CHSP00006274,051302,Southern Inyo Hospital,501 East Locust Street,Lone Pine,CA,93545,1,,,,
CHSP00001369,,Community Hospital Long Beach,1720 Termino Avenue,Long Beach,CA,90804,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00001307,050776,College Medical Center,2776 Pacific Avenue,Long Beach,CA,90806,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00006557,050191,St. Mary Medical Center,1050 Linden Avenue,Long Beach,CA,90813,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00003577,050485,Long Beach Memorial Medical Center,2801 Atlantic Avenue,Long Beach,CA,90806,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00001756,050641,East Los Angeles Doctors Hospital,4060 Whittier Boulevard,Los Angeles,CA,90023,1,HSI00000067,Avanti Hospitals,El Segundo,CA
CHSP00007362,05027F,Va Long Beach Healthcare System,5901 East 7th Street,Long Beach,CA,90822,0,,,,
CHSP00001818,050308,El Camino Hospital,2500 Grant Road,Mountain View,CA,94040,1,HSI00000336,El Camino Hospital,Mountain View,CA
CHSP00003587,050551,Los Alamitos Medical Ctr.,3751 Katella Avenue,Los Alamitos,CA,90720,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00000434,052031,Barlow Respiratory Hospital,2000 Stadium Way,Los Angeles,CA,90026,0,,,,
CHSP00000869,050149,California Hospital Medical Center,1401 South Grand Avenue,Los Angeles,CA,90015,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00001146,053302,Childrens Hospital Los Angeles,4650 West Sunset Boulevard,Los Angeles,CA,90027,1,HSI00000210,Childrens Hospital Los Angeles,Los Angeles,CA
CHSP00002164,054028,Gateways Hospital And Mental Health,1891 Effie Street,Los Angeles,CA,90026,0,,,,
CHSP00002235,050471,Good Samaritan Hospital,1225 Wilshire Boulevard,Los Angeles,CA,90017,1,HSI00000404,Good Samaritan Hospital,Los Angeles,CA
CHSP00005268,052046,Promise Hosp Of East Los Angeles,443 South Soto Street,Los Angeles,CA,90033,0,,,,
CHSP00003320,050373,Lac+usc Medical Center,2051 Marengo Street,Los Angeles,CA,90033,1,HSI00000593,Los Angeles County Health Services Department,Los Angeles,CA
CHSP00007192,050660,Usc Norris Cancer Hospital,1441 Eastlake Avenue,Los Angeles,CA,90089,0,HSI00001181,University of Southern California,Los Angeles,CA
CHSP00003590,,Los Angeles County Central Jail Hospital,441 Bauchet Street,Los Angeles,CA,90012,0,,,,
CHSP00004128,050238,Methodist Hospital Of So Calif,300 West Huntington Drive,Arcadia,CA,91007,1,,,,
CHSP00006659,054009,Resnick Neuropsychiatric Hospital At,150 Ucla Medical Plaza,Los Angeles,CA,90095,0,HSI00001168,UC Health,Oakland,CA
CHSP00002712,050063,Hollywood Presbyterian Medical Cntr,1300 North Vermont Avenue,Los Angeles,CA,90027,1,,,,
CHSP00006608,050502,St. Vincent Medical Center,2131 West Third Street,Los Angeles,CA,90057,1,HSI00001224,Verity Health System,El Segundo,CA
CHSP00005602,050262,Ronald Reagan Ucla,757 Westwood Plaza,Los Angeles,CA,90095,1,HSI00001168,UC Health,Oakland,CA
CHSP00007360,05128F,Va Greater Los Angeles Healthcare System,11301 Wilshire Boulevard,Los Angeles,CA,90073,0,,,,
CHSP00007711,050103,Adventist Health White Memorial,1720 Cesar Chavez Avenue,Los Angeles,CA,90033,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00003932,050528,Memorial Hospital - Los Banos,520 West 'i' Street,Los Banos,CA,93635,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006456,050104,St. Francis Medical Center,3630 East Imperial Highway,Lynwood,CA,90262,1,HSI00001224,Verity Health System,El Segundo,CA
CHSP00003649,050568,Madera Community Hospital,1250 East Almond Avenue,Madera,CA,93637,1,,,,
CHSP00003685,051303,Southern Mono Health Care District,85 Sierra Park Road,Mammoth Lakes,CA,93546,1,,,,
CHSP00001698,050118,Doctors Hospital Of Manteca,1205 East North Street,Manteca,CA,95336,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00003711,050740,Cedars-Sinai Marina Del Rey Hospital,4650 Lincoln Boulevard,Marina Del Rey,CA,90292,1,HSI00000190,Cedars-Sinai Health System,West Hollywood,CA
CHSP00003009,051304,John C. Fremont Healthcare District,5189 Hospital Road,Mariposa,CA,95338,1,,,,
CHSP00001437,050276,Contra Costa Regional Medical Center,2500 Alhambra Avenue,Martinez,CA,94553,1,HSI00000270,Contra Costa Health Services,Martinez,CA
CHSP00004242,050567,Mission Hospital Reg Medical Center,27700 Medical Center Road,Mission Viejo,CA,92691,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00003954,050557,Memorial Hospital Modesto,1700 Coffee Road,Modesto,CA,95355,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00004283,052054,Monrovia Memorial Hospital,323 South Heliotrope Avenue,Monrovia,CA,91016,0,,,,
