hospital,hospital_id,date,active_acute,active_icu,active_allbeds
Washington Adventist ACS,h39760140,2020-08-12,8,0,8
Washington Adventist ACS,h39760140,2020-08-13,8,0,8
Washington Adventist ACS,h39760140,2020-08-14,8,0,8
Washington Adventist ACS,h39760140,2020-08-15,7,0,7
Washington Adventist ACS,h39760140,2020-08-16,7,0,7
Washington Adventist ACS,h39760140,2020-08-17,7,0,7
Washington Adventist ACS,h39760140,2020-08-18,7,0,7
Washington Adventist ACS,h39760140,2020-08-19,7,0,7
Washington Adventist ACS,h39760140,2020-08-20,11,0,11
Washington Adventist ACS,h39760140,2020-08-21,6,0,6
Washington Adventist ACS,h39760140,2020-08-22,8,0,8
Washington Adventist ACS,h39760140,2020-08-23,7,0,7
Washington Adventist ACS,h39760140,2020-08-24,6,0,6
Washington Adventist ACS,h39760140,2020-08-25,4,0,4
Washington Adventist ACS,h39760140,2020-08-26,4,0,4
Washington Adventist ACS,h39760140,2020-08-27,4,0,4
Washington Adventist ACS,h39760140,2020-08-28,5,0,5
Washington Adventist ACS,h39760140,2020-08-29,4,0,4
Washington Adventist ACS,h39760140,2020-08-30,4,0,4
Washington Adventist ACS,h39760140,2020-08-31,4,0,4
Washington Adventist ACS,h39760140,2020-09-01,6,0,6
Washington Adventist ACS,h39760140,2020-09-02,11,0,11
Washington Adventist ACS,h39760140,2020-09-03,10,0,10
Washington Adventist ACS,h39760140,2020-09-04,8,0,8
Washington Adventist ACS,h39760140,2020-09-05,8,0,8
Washington Adventist ACS,h39760140,2020-09-06,7,0,7
Washington Adventist ACS,h39760140,2020-09-07,9,0,9
Washington Adventist ACS,h39760140,2020-09-08,7,0,7
Washington Adventist ACS,h39760140,2020-09-09,10,0,10
Washington Adventist ACS,h39760140,2020-09-10,9,0,9
Washington Adventist ACS,h39760140,2020-09-11,8,0,8
Washington Adventist ACS,h39760140,2020-09-12,9,0,9
Washington Adventist ACS,h39760140,2020-09-13,10,0,10
Washington Adventist ACS,h39760140,2020-09-14,11,0,11
Washington Adventist ACS,h39760140,2020-09-15,9,0,9
Washington Adventist ACS,h39760140,2020-09-16,9,0,9
Washington Adventist ACS,h39760140,2020-09-17,8,0,8
Washington Adventist ACS,h39760140,2020-09-18,8,0,8
Washington Adventist ACS,h39760140,2020-09-19,4,0,4
Washington Adventist ACS,h39760140,2020-09-20,5,0,5
Washington Adventist ACS,h39760140,2020-09-21,5,0,5
Washington Adventist ACS,h39760140,2020-09-22,5,0,5
Washington Adventist ACS,h39760140,2020-09-23,9,0,9
Washington Adventist ACS,h39760140,2020-09-24,12,0,12
Washington Adventist ACS,h39760140,2020-09-25,15,0,15
Washington Adventist ACS,h39760140,2020-09-26,14,0,14
Washington Adventist ACS,h39760140,2020-09-27,12,0,12
Washington Adventist ACS,h39760140,2020-09-28,12,0,12
Washington Adventist ACS,h39760140,2020-09-29,11,0,11
Washington Adventist ACS,h39760140,2020-09-30,9,0,9
Washington Adventist ACS,h39760140,2020-10-01,8,0,8
Washington Adventist ACS,h39760140,2020-10-02,10,0,10
Washington Adventist ACS,h39760140,2020-10-03,11,0,11
Washington Adventist ACS,h39760140,2020-10-04,11,0,11
Washington Adventist ACS,h39760140,2020-10-05,11,0,11
Washington Adventist ACS,h39760140,2020-10-06,10,0,10
Washington Adventist ACS,h39760140,2020-10-07,6,0,6
Washington Adventist ACS,h39760140,2020-10-08,6,0,6
Washington Adventist ACS,h39760140,2020-10-09,8,0,8
Washington Adventist ACS,h39760140,2020-10-10,8,0,8
Washington Adventist ACS,h39760140,2020-10-11,8,0,8
Washington Adventist ACS,h39760140,2020-10-12,8,0,8
Washington Adventist ACS,h39760140,2020-10-13,9,0,9
Washington Adventist ACS,h39760140,2020-10-14,9,0,9
Washington Adventist ACS,h39760140,2020-10-15,10,0,10
Washington Adventist ACS,h39760140,2020-10-16,12,0,12
Washington Adventist ACS,h39760140,2020-10-17,10,0,10
Washington Adventist ACS,h39760140,2020-10-18,11,0,11
Washington Adventist ACS,h39760140,2020-10-19,12,0,12
Washington Adventist ACS,h39760140,2020-10-20,12,0,12
Washington Adventist ACS,h39760140,2020-10-21,11,0,11
Washington Adventist ACS,h39760140,2020-10-22,13,0,13
Washington Adventist ACS,h39760140,2020-10-23,10,0,10
Washington Adventist ACS,h39760140,2020-10-24,9,0,9
Washington Adventist ACS,h39760140,2020-10-25,14,0,14
Washington Adventist ACS,h39760140,2020-10-26,13,0,13
Washington Adventist ACS,h39760140,2020-10-27,16,0,16
Washington Adventist ACS,h39760140,2020-10-28,15,0,15
Washington Adventist ACS,h39760140,2020-10-29,14,0,14
Washington Adventist ACS,h39760140,2020-10-30,16,0,16
Washington Adventist ACS,h39760140,2020-10-31,16,0,16
Washington Adventist ACS,h39760140,2020-11-01,20,0,20
Washington Adventist ACS,h39760140,2020-11-02,22,0,22
Washington Adventist ACS,h39760140,2020-11-03,18,0,18
Washington Adventist ACS,h39760140,2020-11-04,18,0,18
Washington Adventist ACS,h39760140,2020-11-05,20,0,20
Washington Adventist ACS,h39760140,2020-11-06,17,0,17
Washington Adventist ACS,h39760140,2020-11-07,19,0,19
Washington Adventist ACS,h39760140,2020-11-08,20,0,20
Washington Adventist ACS,h39760140,2020-11-09,21,0,21
Washington Adventist ACS,h39760140,2020-11-10,23,0,23
Washington Adventist ACS,h39760140,2020-11-11,22,0,22
Washington Adventist ACS,h39760140,2020-11-12,23,0,23
Washington Adventist ACS,h39760140,2020-11-13,20,0,20
Washington Adventist ACS,h39760140,2020-11-14,16,0,16
Washington Adventist ACS,h39760140,2020-11-15,16,0,16
Washington Adventist ACS,h39760140,2020-11-16,19,0,19
Washington Adventist ACS,h39760140,2020-11-17,15,0,15
Washington Adventist ACS,h39760140,2020-11-18,18,0,18
Washington Adventist ACS,h39760140,2020-11-19,18,0,18
Washington Adventist ACS,h39760140,2020-11-20,21,0,21
Washington Adventist ACS,h39760140,2020-11-21,23,0,23
Washington Adventist ACS,h39760140,2020-11-22,23,0,23
Washington Adventist ACS,h39760140,2020-11-23,24,0,24
Washington Adventist ACS,h39760140,2020-11-24,28,0,28
Washington Adventist ACS,h39760140,2020-11-25,28,0,28
Washington Adventist ACS,h39760140,2020-11-26,33,0,33
Washington Adventist ACS,h39760140,2020-11-27,38,0,38
Washington Adventist ACS,h39760140,2020-11-28,42,0,42
Washington Adventist ACS,h39760140,2020-11-29,41,0,41
Washington Adventist ACS,h39760140,2020-11-30,44,0,44
Western Maryland Medical Center (UPMC),h30194845,2020-03-25,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-03-26,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-03-27,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-03-28,4,1,5
Western Maryland Medical Center (UPMC),h30194845,2020-03-29,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-03-30,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-03-31,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-04-01,,,
Western Maryland Medical Center (UPMC),h30194845,2020-04-02,0,1,1
Western Maryland Medical Center (UPMC),h30194845,2020-04-03,0,2,2
Western Maryland Medical Center (UPMC),h30194845,2020-04-04,0,3,3
Western Maryland Medical Center (UPMC),h30194845,2020-04-05,0,3,3
Western Maryland Medical Center (UPMC),h30194845,2020-04-06,0,3,3
Western Maryland Medical Center (UPMC),h30194845,2020-04-07,0,3,3
Western Maryland Medical Center (UPMC),h30194845,2020-04-08,0,3,3
Western Maryland Medical Center (UPMC),h30194845,2020-04-09,0,5,5
Western Maryland Medical Center (UPMC),h30194845,2020-04-10,0,5,5
Western Maryland Medical Center (UPMC),h30194845,2020-04-11,1,5,6
Western Maryland Medical Center (UPMC),h30194845,2020-04-12,1,5,6
Western Maryland Medical Center (UPMC),h30194845,2020-04-13,1,5,6
Western Maryland Medical Center (UPMC),h30194845,2020-04-14,1,5,6
Western Maryland Medical Center (UPMC),h30194845,2020-04-15,2,3,5
Western Maryland Medical Center (UPMC),h30194845,2020-04-16,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-04-17,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-04-18,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-04-19,3,5,8
Western Maryland Medical Center (UPMC),h30194845,2020-04-20,5,4,9
Western Maryland Medical Center (UPMC),h30194845,2020-04-21,7,5,12
Western Maryland Medical Center (UPMC),h30194845,2020-04-22,8,4,12
Western Maryland Medical Center (UPMC),h30194845,2020-04-23,6,5,11
Western Maryland Medical Center (UPMC),h30194845,2020-04-24,6,5,11
Western Maryland Medical Center (UPMC),h30194845,2020-04-25,6,6,12
Western Maryland Medical Center (UPMC),h30194845,2020-04-26,8,6,14
Western Maryland Medical Center (UPMC),h30194845,2020-04-27,9,5,14
Western Maryland Medical Center (UPMC),h30194845,2020-04-28,4,7,11
Western Maryland Medical Center (UPMC),h30194845,2020-04-29,4,8,12
Western Maryland Medical Center (UPMC),h30194845,2020-04-30,4,8,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-01,7,5,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-02,3,3,6
Western Maryland Medical Center (UPMC),h30194845,2020-05-03,4,4,8
Western Maryland Medical Center (UPMC),h30194845,2020-05-04,5,3,8
Western Maryland Medical Center (UPMC),h30194845,2020-05-05,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-05-06,5,3,8
Western Maryland Medical Center (UPMC),h30194845,2020-05-07,5,3,8
Western Maryland Medical Center (UPMC),h30194845,2020-05-08,5,6,11
Western Maryland Medical Center (UPMC),h30194845,2020-05-09,6,6,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-10,3,6,9
Western Maryland Medical Center (UPMC),h30194845,2020-05-11,4,6,10
Western Maryland Medical Center (UPMC),h30194845,2020-05-12,5,6,11
Western Maryland Medical Center (UPMC),h30194845,2020-05-13,5,7,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-14,5,7,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-15,8,7,15
Western Maryland Medical Center (UPMC),h30194845,2020-05-16,10,5,15
Western Maryland Medical Center (UPMC),h30194845,2020-05-17,10,4,14
Western Maryland Medical Center (UPMC),h30194845,2020-05-18,9,3,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-19,8,3,11
Western Maryland Medical Center (UPMC),h30194845,2020-05-20,8,3,11
Western Maryland Medical Center (UPMC),h30194845,2020-05-21,9,3,12
Western Maryland Medical Center (UPMC),h30194845,2020-05-22,7,3,10
Western Maryland Medical Center (UPMC),h30194845,2020-05-23,6,3,9
Western Maryland Medical Center (UPMC),h30194845,2020-05-24,5,3,8
Western Maryland Medical Center (UPMC),h30194845,2020-05-25,3,4,7
Western Maryland Medical Center (UPMC),h30194845,2020-05-26,4,4,8
Western Maryland Medical Center (UPMC),h30194845,2020-05-27,5,2,7
Western Maryland Medical Center (UPMC),h30194845,2020-05-28,4,2,6
Western Maryland Medical Center (UPMC),h30194845,2020-05-29,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-05-30,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-05-31,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-06-01,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-02,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-03,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-04,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-05,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-06,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-07,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-08,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-09,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-10,0,1,1
Western Maryland Medical Center (UPMC),h30194845,2020-06-11,0,1,1
Western Maryland Medical Center (UPMC),h30194845,2020-06-12,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-13,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-14,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-15,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-16,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-17,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-18,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-19,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-20,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-21,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-22,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-23,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-06-24,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-25,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-26,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-27,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-28,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-29,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-06-30,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-07-01,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-07-02,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-07-03,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-07-04,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-07-05,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-06,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-07,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-08,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-09,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-10,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-11,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-12,4,0,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-13,4,0,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-14,5,0,5
Western Maryland Medical Center (UPMC),h30194845,2020-07-15,4,1,5
Western Maryland Medical Center (UPMC),h30194845,2020-07-16,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-17,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-18,0,3,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-19,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-20,3,2,5
Western Maryland Medical Center (UPMC),h30194845,2020-07-21,3,2,5
Western Maryland Medical Center (UPMC),h30194845,2020-07-22,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-23,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-24,1,2,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-25,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-26,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-27,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-07-28,4,0,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-29,4,0,4
Western Maryland Medical Center (UPMC),h30194845,2020-07-30,4,1,5
Western Maryland Medical Center (UPMC),h30194845,2020-07-31,4,1,5
Western Maryland Medical Center (UPMC),h30194845,2020-08-01,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-02,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-03,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-04,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-05,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-06,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-07,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-08,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-09,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-10,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-08-11,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-12,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-13,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-14,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-15,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-16,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-17,4,1,5
Western Maryland Medical Center (UPMC),h30194845,2020-08-18,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-08-19,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-08-20,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-08-21,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-08-22,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-08-23,4,2,6
Western Maryland Medical Center (UPMC),h30194845,2020-08-24,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-08-25,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-08-26,3,3,6
Western Maryland Medical Center (UPMC),h30194845,2020-08-27,3,3,6
Western Maryland Medical Center (UPMC),h30194845,2020-08-28,5,1,6
Western Maryland Medical Center (UPMC),h30194845,2020-08-29,5,1,6
Western Maryland Medical Center (UPMC),h30194845,2020-08-30,4,1,5
Western Maryland Medical Center (UPMC),h30194845,2020-08-31,4,2,6
Western Maryland Medical Center (UPMC),h30194845,2020-09-01,4,2,6
Western Maryland Medical Center (UPMC),h30194845,2020-09-02,4,3,7
Western Maryland Medical Center (UPMC),h30194845,2020-09-03,4,2,6
Western Maryland Medical Center (UPMC),h30194845,2020-09-04,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-05,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-06,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-07,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-08,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-09,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-10,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-11,2,2,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-12,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-13,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-14,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-15,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-16,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-17,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-18,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-19,4,0,4
Western Maryland Medical Center (UPMC),h30194845,2020-09-20,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-21,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-22,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-23,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-24,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-25,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-26,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-09-27,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-09-28,1,1,2
Western Maryland Medical Center (UPMC),h30194845,2020-09-29,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-09-30,2,1,3
Western Maryland Medical Center (UPMC),h30194845,2020-10-01,3,1,4
Western Maryland Medical Center (UPMC),h30194845,2020-10-02,3,0,3
Western Maryland Medical Center (UPMC),h30194845,2020-10-03,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-04,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-05,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-06,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-07,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-08,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-09,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-10,1,0,1
Western Maryland Medical Center (UPMC),h30194845,2020-10-11,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-10-12,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-10-13,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-10-14,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-10-15,0,0,0
Western Maryland Medical Center (UPMC),h30194845,2020-10-16,2,0,2
Western Maryland Medical Center (UPMC),h30194845,2020-10-17,2,0,2
