hospital,zipcode,lat,long
Northwest Hills Surgical Hospital,78731,30.348236,-97.768136
North Austin Medical Center,78758,30.387979,-97.706853
Ascension Seton  Southwest,78737,30.190246,-97.956906
Tyler County Hospital,75979,30.748559,-94.38912
Mccamey Hospital,79752,31.22887,-102.162001
Rankin Hospital Medical Clinic,79778,31.176246,-101.923824
Uvalde Memorial Hospital,78801,29.362904,-99.898132
Val Verde Regional Medical Center,78840,29.729903,-100.881337
Pam Specialty Hospital Of Victoria North,77904,28.938252,-97.02035
Detar Healthcare System,77901,28.804947,-96.984711
Pam  Specialty Hospital Of Victoria South,77901,28.804947,-96.984711
Huntsville Memorial Hospital,77340,30.6402,-95.538432
Ward Memorial Hospital,79756,31.540255,-102.844644
Scott & White Hospital Brenham,77833,30.215075,-96.410272
Doctors Hospital Of Laredo,78041,27.545398,-99.462022
Laredo Medical Center,78044,27.751747,-99.126085
Laredo Specialty Hospital Lp,78041,27.545398,-99.462022
El Campo Memorial Hospital,77437,29.212328,-96.280585
Shamrock General Hospital,79079,35.20898,-100.242918
Parkview Hospital,79096,35.437391,-100.196706
Kell West Regional Hospital,76310,33.799085,-98.50984
Electra Memorial Hospital,76360,33.963477,-98.961142
United Regional Health Care System,76301,33.905559,-98.479935
Kpc Promise Hospital Of Wichita Falls Llc,76301,33.905559,-98.479935
Wilbarger General Hospital,76384,34.160345,-99.343426
Baylor Scott & White Medical Center -Taylor,76574,30.579327,-97.388622
Seton Medical Center Williamson,78664,30.501927,-97.647251
Cedar Park Regional Medical Center,78613,30.503949,-97.8242
Scott & White Hospital-Round Rock,78664,30.501927,-97.647251
Round Rock Medical Center,78681,30.534424,-97.725741
Connally Memorial Medical Center,78114,29.114718,-98.208661
Winkler County Memorial Hospital,79745,31.831415,-103.055986
Wise Regional Health System,76234,33.276319,-97.514178
Christus Mother Frances Hospital- Winnsboro,75494,32.917192,-95.25986
Ut Health East Texas Quitman Hospital,75783,32.816432,-95.424745
Yoakum County Hospital,79323,32.945746,-102.869403
Graham Regional Medical Center,76450,33.057759,-98.622222
Hamilton Hospital,76374,33.358656,-98.740056
Milford Memorial Hospital,84751,38.383423,-112.927663
Beaver Valley Hospital,84713,38.322179,-112.650931
Bear River Valley Hospital,84337,41.765101,-112.317414
Brigham City Community Hospital,84302,41.553593,-112.050764
Cache Valley  Hospital,84341,41.775539,-111.806655
Logan Regional Hospital,84341,41.775539,-111.806655
Castleview Hospital,84501,39.546389,-110.757509
Lakeview Hospital,84010,40.867942,-111.867845
Davis Hospital And Medical Center,84041,41.069915,-111.981254
Layton Hospital,84041,41.069915,-111.981254
Uintah Basin Medical Center,84066,40.32826,-110.026773
Garfield Memorial Hospital,84759,37.906609,-112.399422
Moab Regional Hospital,84532,38.526725,-109.548649
Cedar City Hospital,84721,37.77034,-113.078614
Central Valley Medical Center - Cah,84648,39.685805,-111.864491
Kane County Hospital,84741,37.187126,-112.249416
Fillmore Community Hospital,84631,38.957618,-112.388783
Delta Community Hospital,84624,39.459894,-112.642706
Riverton Hospital,84065,40.49386,-111.943722
Shriners Hospitals For Children - Salt Lake City,84103,40.79508,-111.842571
University Of Utah Hospitals And Clinics,84132,36.41568569008179,-89.93698683895991
The Orthopedic Specialty Hospital,84107,40.658025,-111.88445
Intermountain Medical Center,84107,40.658025,-111.88445
Lds Hospital,84143,36.41568569008179,-89.93698683895991
Jordan Valley Medical Center,84088,40.595163,-111.960908
Salt Lake Regional Medical Center,84102,40.76025,-111.864386
Alta View Hospital,84094,40.571875,-111.862136
St Mark'S Hospital,84124,40.677205,-111.813271
Lone Peak Hospital,84020,40.500154,-111.869576
Primary Childrens Hospital,84113,40.764641,-111.833511
San Juan Hospital,84535,37.999676,-109.55723
Sanpete Valley Hospital - Cah,84647,39.541107,-111.415821
Sevier Valley Hospital,84701,38.601244,-111.698403
Park City Hospital,84060,40.652346,-111.501928
Mountain West Medical Center,84074,40.556201,-112.265744
Ashley Regional Medical Center,84078,40.627601,-109.480061
Utah Valley Hospital,84604,40.31866,-111.576956
Timpanogos Regional Hospital,84057,40.314277,-111.710402
Mountain View Hospital,84651,39.958215,-111.715417
American Fork Hospital,84003,40.471654,-111.68059
Utah Valley Specialty Hospital,84604,40.31866,-111.576956
Orem Community Hospital,84057,40.314277,-111.710402
Heber Valley Hospital,84032,40.539413,-111.321274
Dixie Regional Medical Center,84790,37.044186,-113.577299
Ogden Regional Medical Center,84405,41.156796,-111.965799
Mckay Dee Hospital,84403,41.21499,-111.889587
"Porter Hospital, Inc",5753,43.997783,-73.178295
Southwestern Vermont Medical Center,5201,42.869211,-73.128516
Northeastern Vermont Regional Hospital,5819,44.404737,-71.983075
University Of Vermont Medical Center,5401,44.476621,-73.209998
Northwestern Medical Center Inc,5478,44.808422,-73.082507
Copley Hospital,5661,44.532336,-72.620258
Gifford Medical Center,5060,43.967072,-72.708604
North Country Hospital And Health Center,5855,44.927131,-72.192236
Rutland Regional Medical Center,5701,43.624577,-72.910204
Central Vermont Medical Center,5641,44.188842,-72.472172
Brattleboro Memorial Hospital,5301,42.83868,-72.659997
Grace Cottage Hospital,5353,43.07105,-72.682202
Springfield Hospital,5156,43.310627,-72.461623
Mt Ascutney Hospital,5089,43.495591,-72.442313
Riverside Shore Memorial Hospital,23417,37.759052,-75.783815
Sentara Martha Jefferson Hospital,22911,38.097005,-78.410147
Lewisgale Hospital Alleghany,24457,37.763632,-79.943078
Virginia Hospital Center,22205,38.883501,-77.139537
Augusta Health,22939,38.105779,-78.974031
Bath Community Hospital,24445,37.942029,-79.891806
Buchanan General Hospital,24614,37.298652,-82.071085
Bon Secours St Francis Medical Center,23114,37.482226,-77.659771
Cjw Medical Center,23235,37.51457,-77.564758
Novant Health Uva Health System Culpeper Med Cente,22701,38.438777,-77.996261
Dickenson Community Hospital,24228,37.166751,-82.456233
Riverside Tappahannock Hospital,22560,37.91585,-76.961086
Reston Hospital Center,20190,38.959322,-77.339298
Inova Fairfax Hospital,22042,38.865024,-77.197125
Inova Fair Oaks Hospital,22033,38.875218,-77.384713
Inova Mount Vernon Hospital,22306,38.755738,-77.097779
Fauquier Hospital,20186,38.698141,-77.851425
Carilion Franklin Memorial Hospital,24151,36.954022,-79.8652
Carilion Giles Community Hospital,24134,37.247923,-80.777561
Riverside Walter Reed Hospital,23061,37.427731,-76.537584
Sentara Halifax Regional Hospital,24592,36.675795,-78.965555
Bon Secours Memorial Regional Medical Center,23116,37.675656,-77.336689
Bon Secours St Marys Hospital,23226,37.579912,-77.523347
Henrico Doctors' Hospital,23229,37.586772,-77.574165
Vibra Hospital Of Richmond,23230,37.586639,-77.489122
Riverside Doctors' Hospital Of Williamsburg,23185,37.228498,-76.718509
Sentara Williamsburg Regional Medical Center,23188,37.342927,-76.763835
Rappahannock General Hospital,22482,37.735631,-76.346113
Stonesprings Hospital Center,20166,38.986273,-77.455778
Inova Loudoun Hospital,20176,39.184706,-77.544111
Lewisgale Hospital Montgomery,24060,37.255474,-80.422539
Carilion New River Valley Medical Center,24073,37.132347,-80.424783
"Page Memorial Hospital, Inc",22835,38.669963,-78.453689
"Southside Community Hospital, Inc",23901,37.320924,-78.420892
Novant Health Uva Health Haymarket Medical Center,20169,38.879166,-77.645449
Sentara Northern Virginia Medical Center,22191,38.622914,-77.262938
Lewisgale Hospital Pulaski,24301,37.06771,-80.810743
Shenandoah Memorial Hospital,22664,38.888919,-78.532453
Smyth County Community Hospital,24354,36.829354,-81.53971
Spotsylvania Regional Medical Center,22408,38.220271,-77.443653
"Stafford Hospital, Llc",22554,38.427352,-77.367672
Clinch Valley Medical Center,24641,37.111816,-81.802451
Carilion Tazewell Community Hospital,24651,37.075529,-81.503095
Johnston Memorial Hospital,24211,36.654088,-81.95507
Lonesome Pine Hospital,24219,36.849443,-82.758491
Wythe County Community Hospital,24382,36.960016,-81.101367
Inova Alexandria Hospital,22304,38.813169,-77.112139
University Of Virginia Medical Center,22908,36.41568569008179,-89.93698683895991
Chesapeake General Hospital,23320,36.751734,-76.217637
Sovah Health Danville,24541,36.588822,-79.5151
Southern Virginia Regional Medical Center,23847,36.670258,-77.550253
Bon Secours - Southampton Medical Center,23851,36.655848,-76.950841
"Mary Washington Hospital, Inc",22401,38.299272,-77.486658
Twin County Regional Hospital,24333,36.639975,-80.934776
Sentara Careplex Hospital,23666,37.058141,-76.406646
Sentara Rmh Medical Center,22801,38.403645,-78.875125
John Randolph Medical Center,23860,37.274749,-77.227407
Carilion Stonewall Jackson Hospital,24450,37.778993,-79.526578
"Centra  Health, Inc",24501,37.359733,-79.141286
Novant Health Uva  Prince William Medical Center,20110,38.747172,-77.484536
Select Specialty Hospital - Hampton Roads,23601,37.038265,-76.480498
Riverside Regional Medical Center,23601,37.038265,-76.480498
Mary Immaculate Hospital,23602,37.113416,-76.517947
Sentara Norfolk General Hospital,23507,36.864564,-76.303218
Bon Secours Depaul Medical Center,23505,36.914369,-76.289405
Sentara Leigh Hospital,23502,36.860941,-76.204908
Childrens Hospital Of The Kings Daughters Inc,23507,36.864564,-76.303218
Lake Taylor Transitional Care Hospital,23502,36.860941,-76.204908
Norton Community Hospital,24273,36.964701,-82.66148
Southside Regional Medical Center,23805,37.138544,-77.403475
Bon Secours Maryview Medical Center,23707,36.842301,-76.339628
Children'S Hosp Of Richmond Of The Vcu Health Sys,23220,37.549349,-77.460606
Medical College Of Virginia Hospitals,23298,36.41568569008179,-89.93698683895991
Bon Secours Richmond Community Hospital,23223,37.557767,-77.378886
Carilion Roanoke Memorial Hospital,24014,37.22286,-79.915191
Lewisgale Medical Center,24153,37.302506,-80.114325
Sentara Obici Hospital,23439,36.41568569008179,-89.93698683895991
Sentara Virginia Beach General Hospital,23454,36.818062,-76.030835
Sentara Princess Anne Hospital,23456,36.736543,-76.035469
Winchester Medical Center,22601,39.174468,-78.173406
Othello Community Hospital,99344,46.820069,-119.178054
East Adams Rural Hospital,99169,47.105898,-118.340218
Tri-State Memorial Hospital,99403,46.362367,-117.282597
Trios,99336,46.21405,-119.175728
Kadlec Regional Medical Center,99352,46.25284,-119.287852
Prosser Memorial Hospital,99350,46.183349,-119.696208
Confluence Health- Wenatchee Valley Hosp & Clinics,98801,47.423594,-120.336633
Lake Chelan Community Hospital,98816,48.0029,-120.33979
Central Washington Hospital,98807,36.41568569008179,-89.93698683895991
Olympic Medical Center,98362,47.930621,-123.365101
Forks Community Hospital,98331,47.777349,-124.191674
Peacehealth Southwest Medical Center,98668,36.41568569008179,-89.93698683895991
Legacy Salmon Creek Medical Center,98686,45.723392,-122.624397
Dayton General Hospital,99328,46.263368,-117.865424
Peacehealth St John Medical Center,98632,46.209509,-123.056153
Ferry County Memorial Hospital,99166,48.575363,-118.664374
Lourdes Medical Center,99301,46.379233,-118.953781
Garfield County Memorial Hospital,99347,46.427734,-117.565388
Coulee Medical Center,99133,48.020659,-119.054066
Columbia Basin Hospital,98823,47.308654,-119.649345
Quincy Valley Hospital,98848,47.168643,-119.842939
Grays Harbor Community Hospital,98520,47.205638,-123.754329
Summit Pacific Medical Center-Swing Bed Unit,98541,47.060731,-123.389742
Whidbeyhealth Medical Center,98239,48.196498,-122.657954
Jefferson Healthcare,98368,48.034402,-122.838953
Seattle Children'S Hospital,98105,47.659861,-122.284977
Harborview Medical Center,98104,47.601884,-122.329459
Evergreenhealth Medical Center,98034,47.715769,-122.213748
Kaiser Permanente Central Hospital,98112,47.63281,-122.288511
Virginia Mason Medical Center,98101,47.610902,-122.336422
Multicare Auburn Medical Center,98001,47.310617,-122.263291
Seattle Cancer Care Alliance,98109,47.631863,-122.344267
St Francis Community Hospital,98003,47.304801,-122.316969
University Of Washington Medical Ctr,98195,47.649339,-122.310294
Multicare Covington Medical Center,98042,47.367737,-122.117029
St Elizabeth Hospital,98022,47.216372,-121.912906
Swedish Issaquah,98029,47.557085,-122.007748
Overlake Hospital Medical Center,98004,47.618337,-122.205341
Valley Medical Center,98055,47.446982,-122.201521
Snoqualmie Valley Hospital,98065,47.584223,-121.791951
St Anne Hospital,98166,47.451576,-122.352986
Swedish Medical Center / Cherry Hill,98122,47.611046,-122.293207
Kittitas Valley Community Hospital,98926,47.014195,-120.458691
Klickitat Valley Hospital,98620,45.874447,-120.77583
Skyline Hospital,98672,45.839047,-121.451833
Arbor Health Morton Hospital,98356,46.561214,-122.290425
Providence Centralia Hospital,98531,46.730437,-122.902774
Odessa Memorial Healthcare Center,99159,47.32684,-118.76587
Lincoln Hospital,99122,47.687849,-118.208232
Mason General Hospital & Family Of Clinics,98584,47.238866,-123.145661
Mid Valley Hospital,98841,48.359648,-119.268574
Willapa Harbor Hospital,98586,46.551443,-123.830811
Ocean Beach Hospital,98624,46.351433,-123.992452
Newport Community Hospital,99156,48.185851,-117.196814
Tacoma General Allenmore Hospital,98405,47.245647,-122.472399
Multicare Good Samaritan Hospital,98372,47.205607,-122.266088
Mary Bridge Children'S Hospital,98415,36.41568569008179,-89.93698683895991
St Clare Hospital,98499,47.168693,-122.503347
Peacehealth Peace Island Medical Center,98250,48.571293,-123.113449
Peacehealth United General Medical Center,98284,48.546832,-122.135222
Skagit Valley Hospital,98274,48.348771,-122.145467
Island Hospital,98221,48.505025,-122.659285
Swedish Edmonds Hospital,98026,47.840735,-122.33266
Providence Regional Medical Center Everett,98201,48.006311,-122.210044
Evergreenhealth Monroe,98272,47.848583,-121.894899
Cascade Valley Hospital,98223,48.21712,-121.95354
Prov Sacred Hrt Med Ctr & Childs Hosp.,99204,47.645706,-117.427263
Providence Holy Family Hospital,99208,47.788172,-117.480897
Multicare Deaconess Hospital,99210,36.41568569008179,-89.93698683895991
Multicare Valley Hospital,99216,47.686363,-117.216681
Providence St Joseph Hospital,99109,48.292946,-117.698546
Providence Mount Carmel Hospital,99114,48.655198,-117.735834
Providence St Peter Hospital,98506,47.108292,-122.870623
Capital Medical Center,98502,47.08739,-123.022009
Providence St Mary Medical Center,99362,46.101083,-118.313609
Whitman Hospital And Medical Center,99111,46.837729,-117.420749
Pullman Regional Hospital,99163,46.730331,-117.218027
Astria Toppenish Hospital,98948,46.297854,-120.312566
Astria Sunnyside Hospital,98944,46.497628,-119.626676
Virginia Mason Memorial,98902,46.596673,-120.533851
"Broaddus Hospital Association, Inc",26416,39.157139,-80.023725
Berkeley Medical Center,25401,39.457153,-77.972619
Boone Memorial Hospital,25130,38.032999,-81.752251
"Braxton County Memorial Hospital, Inc",26624,38.719427,-80.794832
Cornerstone Specialty Hospitals Huntington,25702,38.434723,-82.314415
Cabell Huntington Hospital Inc,25701,38.365689,-82.40525
Minnie Hamilton Health System,26147,38.904543,-81.07539
Plateau Medical Center,25901,37.950702,-81.11705
"Montgomery General Hospital, Inc",25136,38.150173,-81.327319
Grant Memorial Hospital,26847,38.94914,-79.134534
Greenbrier Valley Medical Center,24970,37.728072,-80.474482
Hampshire Memorial Hospital,26757,39.318195,-78.743841
Acuity Specialty Hospital Ohio Valley,26062,40.42669,-80.560679
Weirton Medical Center,26062,40.42669,-80.560679
United Hospital Center,26330,39.285269,-80.220851
Jackson General Hospital,25271,38.78851,-81.692539
Jefferson Medical Center,25438,39.323441,-77.864008
Select Specialty Hospital,25301,38.350719,-81.630359
Charleston Area Medical Center,25301,38.350719,-81.630359
Charleston Surgical Hospital,25301,38.350719,-81.630359
Thomas Memorial Hospital,25309,38.308648,-81.749531
Stonewall Jackson Memorial Hospital,26452,39.037157,-80.528154
