hospital,hhsname,hospital_id,lat,long,total_beds,total_occupancy,total_load,icu_beds,icu_occupancy,icu_load
University of Iowa Hospital & Clinics,UNIVERSITY OF IOWA HOSPITAL & CLINICS,160058,41.659487,-91.5480726,606.0,600.6,0.9910891089108911,103.0,90.6,0.8796116504854369
University of Kansas Health System St. Francis Campus,UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,170016,39.0565558,-95.69591,113.0,105.6,0.9345132743362832,17.7,17.4,0.983050847457627
University of Kansas Hospital,UNIVERSITY OF KANSAS HOSPITAL,170040,39.0560454,-94.60858379999999,873.1,730.6,0.8367884549307066,145.0,118.9,0.8200000000000001
University of Kentucky Hospital,UNIVERSITY OF KENTUCKY HOSPITAL,180067,38.0329054,-84.5067373,705.6,742.9,1.0528628117913832,153.6,167.9,1.0930989583333335
University of Louisville Hospital,UNIVERSITY OF LOUISVILLE HOSPITAL,180141,38.2477836,-85.7441515,336.4,275.1,0.8177764565992867,75.1,71.7,0.9547270306258323
University of Maryland Medical Center,UNIVERSITY OF MARYLAND MEDICAL CENTER,210002,39.2880132,-76.6248449,457.9,410.4,0.8962655601659751,146.6,122.0,0.8321964529331515
University of Maryland Prince George’s Hospital Center,UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,210003,38.9306528,-76.92091119999999,307.9,203.4,0.6606040922377396,90.9,45.6,0.5016501650165016
University of Maryland Charles Regional Medical Center,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,38.52906,-76.9724071,145.6,109.6,0.7527472527472527,8.6,7.9,0.9186046511627908
University of Maryland Harford Memorial Hospital,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,210006,39.5429695,-76.09085739999999,56.3,49.7,0.8827708703374779,4.6,5.0,1.0869565217391306
University of Maryland Medical Center Midtown Campus,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,39.2986161,-76.6207831,66.0,58.1,0.8803030303030304,14.7,13.4,0.9115646258503401
University of Maryland Shore Medical Center at Easton,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,210037,38.7693889,-76.076719,78.6,81.4,1.0356234096692114,7.9,10.0,1.2658227848101264
University of Maryland St. Joseph Medical Center,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,39.3873256,-76.6111596,145.3,125.9,0.8664831383344803,15.6,14.0,0.8974358974358975
University of Maryland Upper Chesapeake Medical Center,UNIVERSITY OF MD UPPER CHESAPEAKE MEDICAL CENTER,210049,39.5192942,-76.3460006,191.7,185.1,0.9655712050078248,28.9,20.1,0.6955017301038063
Metro Health Hospital,UNIVERSITY OF MICHIGAN HEALTH - WEST,230236,42.8575296,-85.7187828,162.4,138.4,0.8522167487684729,13.0,9.0,0.6923076923076923
University of Michigan Health System,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,230046,42.28483629999999,-83.72861209999999,667.9,610.6,0.9142087138793233,127.0,110.6,0.8708661417322834
University of Mississippi Med icalCenter,UNIVERSITY OF MISSISSIPPI MED CENTER,250001,32.3306493,-90.17422789999999,417.0,371.4,0.8906474820143885,80.0,69.0,0.8625
University of Mississippi Medical Center- Grenada,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,250168,33.763617,-89.81808699999999,48.9,32.4,0.6625766871165644,6.0,6.0,1.0
University of Missouri Health Care,UNIVERSITY OF MISSOURI HEALTH CARE,260141,38.9386955,-92.32755139999999,496.0,352.3,0.7102822580645162,101.0,64.6,0.6396039603960395
University of North Carolina Hospital,UNIVERSITY OF NORTH CAROLINA HOSPITAL,340061,35.9049965,-79.0508225,738.0,639.6,0.8666666666666667,136.0,124.4,0.9147058823529413
University of Texas Health Science Center At Tyler,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,450690,32.4261072,-95.21427109999999,37.6,27.6,0.7340425531914894,12.0,11.0,0.9166666666666666
The University of Texas M.D. Anderson Cancer Center,"UNIVERSITY OF TEXAS M D ANDERSON CANCER CENTER,THE",450076,29.707177,-95.3969819,813.3,595.0,0.7315873601377106,52.0,26.9,0.5173076923076922
University of Texas Medical Branch,UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,29.3107498,-94.7758738,554.4,523.1,0.9435425685425686,92.0,88.6,0.9630434782608696
The University of Tennessee Medical Center,UNIVERSITY OF TN MEDICAL CENTER (THE),440015,35.93988119999999,-83.9432222,653.0,592.6,0.9075038284839204,93.0,87.0,0.9354838709677419
University of Toledo Medical Center,UNIVERSITY OF TOLEDO MEDICAL CENTER,360048,41.6200927,-83.6174207,136.0,120.7,0.8875000000000001,22.0,12.0,0.5454545454545454
University of Utah Hospitals and Clinics,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,40.7716888,-111.8367368,679.0,520.6,0.7667157584683358,99.0,89.7,0.9060606060606061
University of Vermont Medical Center,UNIVERSITY OF VERMONT MEDICAL CENTER,470003,44.4797628,-73.1939435,429.0,380.6,0.8871794871794872,42.0,39.1,0.930952380952381
University of Virginia Medical Center,UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,38.0311811,-78.4988723,642.7,479.0,0.7452932939162906,117.0,81.3,0.6948717948717948
University of Washington Medical Center,UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,47.6499333,-122.3084015,602.0,548.7,0.9114617940199337,94.0,25.0,0.26595744680851063
University of Wisconsin Hospitals & Clinics Authority,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,520098,43.0763217,-89.4318955,538.0,461.9,0.8585501858736059,78.0,73.1,0.9371794871794871
University Pediatric Hospital,UNIVERSITY PEDIATRIC HOSPITAL,403301,18.3960081,-66.0738624,0.0,0.0,0.0,0.0,0.0,0.0
University of New Mexico Hospital,UNM HOSPITAL,320001,35.0881658,-106.6173752,450.3,472.7,1.04974461470131,85.0,85.0,1.0
U.N.M. Sandoval Regional Medical Center,UNM SANDOVAL REGIONAL MEDICAL CENTER,320089,35.3088335,-106.6797927,60.0,53.3,0.8883333333333333,12.0,8.3,0.6916666666666668
Uofl Health – Jewish Hospital,UOFL HEALTH - JEWISH HOSPITAL,180040,38.2488648,-85.7509192,443.9,386.3,0.8702410452804686,60.1,58.3,0.9700499168053244
Uofl Health – Shelbyville Hospital,UOFL HEALTH - SHELBYVILLE HOSPITAL,180016,38.2090178,-85.2360657,23.6,10.6,0.4491525423728813,4.3,4.9,1.1395348837209303
U.P. Health System – Marquette,UP HEALTH SYSTEM - MARQUETTE,230054,46.5431985,-87.4114733,161.0,132.6,0.8236024844720496,24.0,22.7,0.9458333333333333
U.P. Health System Portage,UP HEALTH SYSTEM PORTAGE,230108,47.1400313,-88.5869261,35.7,14.3,0.4005602240896358,0.0,0.0,0.0
Upland Hills Health,UPLAND HILLS HEALTH,521352,42.9507479,-90.1290252,17.0,7.6,0.44705882352941173,0.0,0.0,0.0
U.P.M.C. Altoona,UPMC ALTOONA,390073,40.5214769,-78.3987978,281.7,255.1,0.9055733049343273,41.0,37.6,0.9170731707317074
U.P.M.C. Bedford Memorial,UPMC BEDFORD MEMORIAL,390117,40.0254391,-78.432828,25.0,19.4,0.7759999999999999,4.0,0.0,0.0
U.P.M.C. Carlisle,UPMC CARLISLE,390058,40.1827533,-77.2225524,86.1,83.9,0.9744483159117306,12.0,9.9,0.8250000000000001
U.P.M.C. Chautauqua At W.C.A.,UPMC CHAUTAUQUA AT WCA,330239,42.0912231,-79.23189839999999,75.7,70.7,0.9339498018494056,8.1,7.6,0.9382716049382716
U.P.M.C. Children’s Hospital of Pittsburgh,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,393302,40.4663377,-79.9530912,6.9,5.4,0.782608695652174,0.0,0.0,0.0
U.P.M.C. Cole,UPMC COLE,391313,41.77182759999999,-77.9798103,45.0,12.1,0.2688888888888889,6.0,4.3,0.7166666666666667
U.P.M.C. East,UPMC EAST,390328,40.4366089,-79.7604903,145.6,140.4,0.9642857142857144,12.3,12.3,1.0
U.P.M.C. Hamot,UPMC HAMOT,390063,42.1345666,-80.0864975,367.6,327.9,0.8920021762785635,52.3,48.3,0.9235181644359465
U.P.M.C. Hanover,UPMC HANOVER,390233,39.8085683,-76.9829377,84.1,80.0,0.9512485136741975,10.1,9.0,0.8910891089108911
U.M.P.C. Horizon,UPMC HORIZON,390178,41.4116748,-80.37230249999999,70.9,42.7,0.6022566995768688,0.0,0.0,0.0
U.P.M.C. Jameson,UPMC JAMESON,390016,41.0133965,-80.3536845,73.4,71.0,0.9673024523160763,7.3,6.6,0.9041095890410958
U.P.M.C. Kane,UPMC KANE,390104,41.671959,-78.8170675,14.0,9.7,0.6928571428571428,5.0,4.3,0.86
U.P.M.C. Lititz,UPMC LITITZ,390068,40.13134,-76.3123473,42.1,36.3,0.862232779097387,6.0,4.4,0.7333333333333334
Lock Haven Hospital,UPMC LOCK HAVEN,390071,41.13189,-77.47022199999999,16.4,11.3,0.6890243902439025,0.0,0.0,0.0
U.P.M.C. McKeesport,UPMC MCKEESPORT,390002,40.35103489999999,-79.8490186,71.3,69.7,0.9775596072931277,4.1,5.0,1.2195121951219514
U.P.M.C. Memorial,UPMC MEMORIAL,390101,39.9821679,-76.7690021,85.0,68.7,0.808235294117647,14.0,8.3,0.5928571428571429
Upmc Mercy,UPMC MERCY,390028,40.4362085,-79.98562070000001,297.4,287.7,0.9673839946200404,33.6,31.9,0.9494047619047619
U.P.M.C. Muncy,UPMC MUNCY,391301,41.2098294,-76.7753096,12.3,11.4,0.9268292682926829,0.0,0.0,0.0
U.P.M.C. Northwest,UPMC NORTHWEST,390091,41.361236,-79.700205,105.9,79.1,0.7469310670443814,12.0,7.3,0.6083333333333333
U.P.M.C. Passavant,UPMC PASSAVANT,390107,40.5728883,-80.0139671,303.9,271.6,0.8937150378413954,32.0,30.6,0.95625
U.P.M.C. Pinnacle Hospitals,UPMC PINNACLE HOSPITALS,390067,40.256827,-76.8757894,542.4,507.9,0.9363938053097345,70.1,59.4,0.8473609129814551
U.M.P.C. Presbyterian Shadyside,UPMC PRESBYTERIAN SHADYSIDE,390164,40.4425616,-79.9609803,1048.3,974.4,0.9295049127158257,183.4,171.0,0.9323882224645583
Upmc Somerset,UPMC SOMERSET,390039,40.0071173,-79.07774549999999,60.0,38.3,0.6383333333333333,8.0,5.0,0.625
U.P.M.C. St. Margaret,UPMC ST MARGARET,390102,40.4891376,-79.8961109,187.7,173.6,0.9248801278636122,8.0,6.7,0.8375
U.P.M.C. Wellsboro,UPMC WELLSBORO,391316,41.74512929999999,-77.3002223,62.0,26.9,0.43387096774193545,6.0,5.3,0.8833333333333333
U.P.M.C. Williamsport,UPMC WILLIAMSPORT,390045,41.2466939,-77.01511860000001,238.3,193.0,0.809903483004616,28.0,24.7,0.8821428571428571
Upper Connecticut Valley Hospital,UPPER CONNECTICUT VALLEY HOSPITAL,301300,44.9044666,-71.4811742,10.0,4.3,0.43,0.0,0.0,0.0
Upper Valley Medical Center,UPPER VALLEY MEDICAL CENTER,360174,40.0860799,-84.2300048,127.6,84.1,0.6590909090909091,9.9,7.4,0.7474747474747475
Upson Regional Medical Center,UPSON REGIONAL MEDICAL CENTER,110002,32.8862947,-84.3361834,65.3,53.7,0.8223583460949465,8.3,7.0,0.8433734939759036
U.S.A. Health Children’s & Women’s Hospital,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,013301,30.6974479,-88.07784930000001,42.0,18.0,0.42857142857142855,0.0,0.0,0.0
U.S.A. Health University Hospital,USA HEALTH UNIVERSITY HOSPITAL,010087,30.707876,-88.1016752,244.0,230.9,0.9463114754098361,42.0,38.1,0.9071428571428571
U.S.C. Norris Comprehensive Cancer Center,USC KENNETH NORRIS JR CANCER HOSPITAL,050660,34.0615104,-118.2053422,25.6,24.0,0.9375,4.0,4.9,1.225
U.S.C. Verdugo Hills Hospital,USC VERDUGO HILLS HOSPITAL,050124,34.2048286,-118.2157933,140.6,157.3,1.1187766714082505,14.0,11.4,0.8142857142857143
USMD Hospital At Arlington LP,USMD HOSPITAL AT ARLINGTON L P,450872,32.6801858,-97.11753170000001,51.4,17.3,0.33657587548638135,5.1,4.3,0.8431372549019608
UT Health East Texas Athens Hospital,UT HEALTH EAST TEXAS ATHENS HOSPITAL,450389,32.16988,-95.84468799999999,61.9,52.7,0.8513731825525042,9.4,9.4,1.0
UT Health East Texas Carthage Hospital,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,450210,32.1673525,-94.3468765,17.7,8.1,0.4576271186440678,0.0,0.0,0.0
UT Health East Texas Henderson Hospital,UT HEALTH EAST TEXAS HENDERSON HOSPITAL,450475,32.1611314,-94.7955386,49.6,20.4,0.41129032258064513,0.0,0.0,0.0
UT Health East Texas Jacksonville Hospital,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,450194,31.9602405,-95.270566,48.0,19.4,0.4041666666666666,6.4,5.9,0.921875
UT Health East Texas Pittsburg Hospital,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,451367,33.0315825,-94.9618855,20.4,14.6,0.7156862745098039,0.0,0.0,0.0
UT Health East Texas Quitman Hospital,UT HEALTH EAST TEXAS QUITMAN HOSPITAL,451380,32.7971772,-95.4442076,68.9,54.6,0.7924528301886792,9.3,9.1,0.9784946236559139
UT Health East Texas Specialty Hospital,UT HEALTH EAST TEXAS SPECIALTY HOSPITAL,452051,32.3387009,-95.2911397,30.6,14.4,0.47058823529411764,0.0,0.0,0.0
UT Health East Texas Tyler Regional Hospital,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,450083,32.3387009,-95.2911397,334.4,243.6,0.7284688995215312,55.1,53.6,0.9727767695099818
UT Southwestern University Hospital,UT SOUTHWESTERN UNIVERSITY HOSPITAL,450044,32.8190133,-96.8485262,622.0,533.4,0.857556270096463,77.1,77.1,1.0
Utah Valley Hospital,UTAH VALLEY HOSPITAL,460001,40.248114,-111.6658617,285.0,248.3,0.8712280701754387,43.9,43.9,1.0
Utah Valley Specialty Hospital,UTAH VALLEY SPECIALTY HOSPITAL,462005,40.3054778,-111.6626722,40.0,22.3,0.5575,0.0,0.0,0.0
Novant Health UVA Health System Culpeper Medical Center,UVA CULPEPER MEDICAL CENTER,490019,38.455683,-78.013588,98.0,53.6,0.5469387755102041,6.0,5.3,0.8833333333333333
Novant Health UVA Prince William Medical Center,UVA PRINCE WILLIAM MEDICAL CENTER,490045,38.7671914,-77.4872257,113.0,81.6,0.7221238938053097,22.0,6.9,0.31363636363636366
Uvalde Memorial Hospital,UVALDE MEMORIAL HOSPITAL,451387,29.2142212,-99.7682172,29.0,22.1,0.7620689655172415,4.9,6.1,1.2448979591836733
Vail Health Hospital,VAIL HEALTH HOSPITAL,060096,39.6433386,-106.382254,55.3,16.0,0.28933092224231466,5.0,4.0,0.8
Val Verde Regional Medical Center,VAL VERDE REGIONAL MEDICAL CENTER,450154,29.3750182,-100.8926039,62.0,25.6,0.4129032258064516,5.9,0.0,0.0
Valley Baptist Medical Center- Brownsville,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,25.9180715,-97.5108492,192.4,189.7,0.9859667359667359,26.3,26.3,1.0
Valley Children’s Hospital,VALLEY CHILDREN'S HOSPITAL,053300,36.8840366,-119.8003218,7.7,7.7,1.0,9.9,9.9,1.0
Valley County Health System,VALLEY COUNTY HEALTH SYSTEM,281353,41.6027507,-98.94191339999999,16.0,6.7,0.41875,0.0,0.0,0.0
Valley Forge Medical Center and Hospital,VALLEY FORGE MEDICAL CENTER,390272,40.1591977,-75.3672376,50.0,38.0,0.76,0.0,0.0,0.0
Valley Hospital,VALLEY HOSPITAL,310012,40.9839709,-74.1005922,415.0,340.6,0.8207228915662651,63.0,36.0,0.5714285714285714
Valley Hospital Medical Center,VALLEY HOSPITAL MEDICAL CENTER,290021,36.1633772,-115.1665905,338.0,285.0,0.8431952662721893,45.0,41.6,0.9244444444444445
Valley Medical Center,VALLEY MEDICAL CENTER,500088,47.4423897,-122.2141759,291.1,240.6,0.8265200961868773,31.1,30.9,0.9935691318327974
Valley Presbyterian Hospital,VALLEY PRESBYTERIAN HOSPITAL,050126,34.1950106,-118.4632201,258.3,151.7,0.5873015873015872,25.3,12.9,0.5098814229249012
Valley Regional Hospital,VALLEY REGIONAL HOSPITAL,301308,43.3851398,-72.3424537,21.0,16.7,0.7952380952380952,0.0,0.0,0.0
Valley Regional Medical Center,VALLEY REGIONAL MEDICAL CENTER,450662,25.9780246,-97.51463439999999,149.0,111.3,0.7469798657718121,27.7,25.6,0.924187725631769
Valley View Hospital Association,VALLEY VIEW HOSPITAL ASSOCIATION,060075,39.5324953,-107.3215051,79.0,30.3,0.38354430379746834,10.0,4.3,0.43
Valley View Medical Center,VALLEY VIEW MEDICAL CENTER,030117,35.0022697,-114.5966873,58.0,31.0,0.5344827586206896,4.0,4.3,1.075
Valley West Community Hospital,VALLEY WEST COMMUNITY HOSPITAL,141340,41.65774469999999,-88.6211143,24.0,11.0,0.4583333333333333,0.0,0.0,0.0
Valleywise Health Medical Center,VALLEYWISE HEALTH MEDICAL CENTER,030022,33.4574147,-112.0262713,669.0,473.9,0.7083707025411061,48.0,36.1,0.7520833333333333
Valor Health,VALOR HEALTH,131318,43.8800818,-116.4849889,16.6,4.4,0.26506024096385544,0.0,0.0,0.0
Van Buren County Hospital,VAN BUREN COUNTY HOSPITAL,161337,40.7364916,-91.9595935,10.0,5.1,0.51,0.0,0.0,0.0
Van Diest Medical Center,VAN DIEST MEDICAL CENTER,161361,42.4525471,-93.81221289999999,25.0,14.6,0.584,0.0,0.0,0.0
Van Wert County Hospital,VAN WERT COUNTY HOSPITAL,360071,40.8506464,-84.5787165,17.7,12.6,0.711864406779661,5.1,4.3,0.8431372549019608
Tennova Healthcare-Shelbyville,VANDERBILT BEDFORD HOSPITAL,440137,35.5639241,-86.448458,52.0,16.0,0.3076923076923077,8.0,6.3,0.7875
Tennova Healthcare-Harton,VANDERBILT TULLAHOMA-HARTON HOSPITAL,440144,35.3821196,-86.2312528,101.0,50.9,0.503960396039604,14.0,6.4,0.4571428571428572
Vanderbilt University Medical Center,VANDERBILT UNIVERSITY MEDICAL CENTER,440039,36.1422204,-86.8014587,760.0,736.1,0.9685526315789474,121.0,118.3,0.9776859504132231
Vanderbilt Wilson County Hospital,VANDERBILT WILSON COUNTY HOSPITAL,440193,36.2215302,-86.32787979999999,132.0,105.3,0.7977272727272727,12.0,11.0,0.9166666666666666
Vassar Brothers Medical Center,VASSAR BROTHERS MEDICAL CENTER,330023,41.6935566,-73.9356147,335.0,277.1,0.8271641791044777,30.0,23.9,0.7966666666666666
Vaughan Regional Medical Center Parkway Campus,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,32.4292722,-87.05602499999999,102.0,51.9,0.5088235294117647,10.0,8.3,0.8300000000000001
Riverside Tappahannock Hospital,VCU HEALTH TAPPAHANNOCK HOSPITAL,490084,37.9006486,-76.87966279999999,31.0,25.7,0.8290322580645161,7.0,5.1,0.7285714285714285
Ventura County Medical Center,VENTURA COUNTY MEDICAL CENTER,050159,34.2772969,-119.2529839,106.0,79.1,0.7462264150943396,16.0,5.0,0.3125
Verde Valley Medical Center,VERDE VALLEY MEDICAL CENTER,030007,34.73540759999999,-112.0290068,70.4,65.1,0.924715909090909,6.6,7.4,1.1212121212121213
Vernon Memorial Hospital,VERNON MEMORIAL HOSPITAL,521348,43.55167549999999,-90.88847369999999,24.0,13.1,0.5458333333333333,0.0,0.0,0.0
Veterans Memorial Hospital,VETERANS MEMORIAL HOSPITAL,161318,43.2683425,-91.4730295,20.0,8.3,0.41500000000000004,0.0,0.0,0.0
VHS Harlingen Hospital Company L.L.C.,VHS HARLINGEN HOSPITAL COMPANY LLC,450033,26.1746446,-97.6705186,347.1,323.0,0.9305675597810429,39.9,39.6,0.9924812030075189
Vibra Hospital of Amarillo,VIBRA HOSPITAL OF AMARILLO,452060,35.1953082,-101.9261598,34.9,22.6,0.6475644699140402,6.0,6.0,1.0
Vibra Hospital of Central Dakotas,VIBRA HOSPITAL OF CENTRAL DAKOTAS LLC,352005,46.8418027,-100.907717,23.0,17.7,0.7695652173913043,0.0,0.0,0.0
Vibra Hospital of Charleston,VIBRA HOSPITAL OF CHARLESTON,422005,32.8148878,-79.8557575,59.0,32.9,0.5576271186440678,0.0,0.0,0.0
Vibra Hospital of Fargo,VIBRA HOSPITAL OF FARGO,352004,46.8457684,-96.87567349999999,28.0,25.1,0.8964285714285715,0.0,0.0,0.0
Vibra Hospital of Mahoning Valley,VIBRA HOSPITAL OF MAHONING VALLEY,362023,41.0050724,-80.63295169999999,43.0,33.6,0.7813953488372093,0.0,0.0,0.0
Vibra Hospital of Northern California,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,052047,40.585079,-122.4136001,47.7,42.5,0.8909853249475891,0.0,0.0,0.0
Vibra Hospital of Northwestern Indiana,VIBRA HOSPITAL OF NORTHWESTERN INDIANA,152028,41.444427,-87.3252945,38.0,28.0,0.7368421052631579,6.0,4.6,0.7666666666666666
Vibra Hospital of Richmond,VIBRA HOSPITAL OF RICHMOND,492009,37.5906307,-77.4907207,60.0,44.9,0.7483333333333333,0.0,0.0,0.0
Vibra Hospital of Sacramento,VIBRA HOSPITAL OF SACRAMENTO,052033,38.6812072,-121.1583861,58.0,48.5,0.8362068965517241,6.0,6.0,1.0
Vibra Hospital of Southeastern Michigan -Taylor Campus,VIBRA HOSPITAL OF SOUTHEASTERN MI-TAYLOR CAMPUS,232019,42.2335313,-83.2696685,68.0,59.0,0.8676470588235294,0.0,0.0,0.0
Vibra Specialty Hospital,VIBRA SPECIALTY HOSPITAL,452097,32.6447077,-96.88356569999999,54.4,43.9,0.8069852941176471,18.0,15.4,0.8555555555555556
Vibra Specialty Hospital of Portland,VIBRA SPECIALTY HOSPITAL OF PORTLAND,382004,45.5356684,-122.5565101,63.0,49.3,0.7825396825396825,0.0,0.0,0.0
Victor Valley Global Medical Center,VICTOR VALLEY GLOBAL MEDICAL CENTER,050517,34.5275301,-117.2934438,101.0,64.5,0.6386138613861386,10.0,10.0,1.0
Vidant Beaufort Hospital,VIDANT BEAUFORT HOSPITAL,340186,35.5491719,-77.0378058,63.0,63.0,1.0,11.0,11.0,1.0
Vidant Bertie Hospital,VIDANT BERTIE  HOSPITAL,341304,35.9887184,-76.9285934,6.0,4.4,0.7333333333333334,0.0,0.0,0.0
Vidant Chowan Hospital,VIDANT CHOWAN HOSPITAL,341318,36.0699853,-76.6111672,29.0,24.1,0.8310344827586207,4.0,4.0,1.0
Vidant Duplin Hospital,VIDANT DUPLIN  HOSPITAL,340120,34.9651262,-77.9619974,34.0,32.3,0.95,9.0,8.6,0.9555555555555555
Vidant Edgecombe Hospital,VIDANT EDGECOMBE HOSPITAL,340107,35.9212265,-77.5556727,60.0,58.7,0.9783333333333334,8.0,7.1,0.8875
Vidant Medical Center,VIDANT MEDICAL CENTER,340040,35.60757,-77.4038515,719.0,691.3,0.9614742698191933,120.0,101.9,0.8491666666666667
Vidant Roanoke Chowan Hospital,VIDANT ROANOKE CHOWAN HOSPITAL,340099,36.2855339,-76.99488199999999,58.0,52.1,0.8982758620689656,10.0,9.6,0.96
Viera Hospital,VIERA HOSPITAL,100315,28.228301,-80.72936729999999,84.0,80.1,0.9535714285714285,20.0,17.6,0.8800000000000001
Virginia Gay Hospital,VIRGINIA GAY HOSPITAL,161349,42.1735528,-92.0123981,24.0,7.7,0.32083333333333336,0.0,0.0,0.0
Virginia Hospital Center,VIRGINIA HOSPITAL CENTER,490050,38.8890755,-77.1274832,438.0,332.6,0.7593607305936073,32.0,26.0,0.8125
Virginia Mason Medical Center,VIRGINIA MASON MEDICAL CENTER,500005,47.6100079,-122.327633,246.0,209.4,0.8512195121951219,28.0,14.7,0.525
Virtua Memorial Hospital of Burlington County,VIRTUA MEMORIAL HOSPITAL BURLINGTON COUNTY,310057,39.9860186,-74.7949847,324.0,215.7,0.6657407407407407,36.0,20.1,0.5583333333333333
Virtua Our Lady of Lourdes Hospital,VIRTUA OUR LADY OF LOURDES HOSPITAL,310029,39.9279261,-75.0949231,286.0,208.6,0.7293706293706294,73.0,44.9,0.6150684931506849
Virtua Willingboro Hospital,VIRTUA WILLINGBORO HOSPITAL,310061,40.0461744,-74.88031269999999,120.0,59.3,0.49416666666666664,20.0,6.9,0.34500000000000003
Vista Medical Center East,VISTA MEDICAL CENTER EAST,140084,42.3781863,-87.83271769999999,102.0,119.6,1.1725490196078432,24.0,15.9,0.6625
W. J. Mangold Memorial Hospital,W J MANGOLD MEMORIAL HOSPITAL,451337,34.1269334,-101.4411458,36.1,15.4,0.4265927977839335,4.1,4.1,1.0
Wabash General Hospital 1,WABASH GENERAL HOSPITAL 1,141327,38.4206357,-87.7697223,25.0,8.1,0.324,0.0,0.0,0.0
Wadley Regional Medical Center,WADLEY REGIONAL MEDICAL CENTER,450200,33.4289096,-94.04814979999999,81.3,74.7,0.918819188191882,24.1,24.1,1.0
